YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf,SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR,P [W],fs [Hz],OSR,fsnyq_w,fsnyq,FOMW_lf [fJ/conv-step],FOMW_hf,FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)"
2005,21.3,NQ,Pipe,0.18,A 14bit digitally self-calibrated pipelined ADC with adaptive bias optimization for arbitrary speeds up to 40MS/s,"A 14bit digitally self-calibrated pipelined ADC featuring the adaptive bias optimization is fabricated in a 0.18/spl mu/m dual-gate CMOS and consumes 19.2, 33.7, 50.5 and 72.8mW respectively when operating at 10, 20, 30 and 40MS/s. In all the operating speeds with temperature variation up to 80/spl deg/C, DNL is kept between /spl plusmn/0.60LSB. When operating at 20MS/s, it achieves 73.2dB SNR and 70.4dB SNDR. ","Matsui, H.   Ueda, M.   Daito, M.   Iizuka, K.   ", , ,1.15,,1.00E+07,70.4,73.2,,,,70.4,3.37E-02,2.00E+07,1,2.00E+07,1.69E+03,,622.7,,155.1,3.11E-05,228.13
2006,6.2,NQ,Algorithmic,0.13,A 12-Bit 32 /spl mu/W Ratio-Independent Algorithmic ADC,"This paper describes a ratio-independent algorithmic ADC architecture that requires a single differential amplifier and a comparator. The prototype 12-bit, 41.67 kS/s ADC with an active die area of 0.055 mm2 is implemented in a 0.13mum CMOS. The power dissipation is minimized using a dynamically biased operational amplifier. With a 32 muW power dissipation, the ADC achieves 80 dB SFDR and 60 dB SNDR, resulting in a power FOM of 0.9 pJ/conversion ",J. Jarvinen   M. Saukoski   K. Halonen   , , ,0.055,,2.08E+04,60,,,,80,60,3.20E-05,4.17E+04,1,4.17E+04,7.68E+02,,939.8,,148.1,2.26E-02,194.33
2006,6.3,NQ,Algorithmic,0.13,A 10MS/s 11-b 0.19mm/sup 2/ Algorithmic ADC with Improved Clocking,"A 10Ms/s 11-b algorithmic ADC with an active area of 0.19mm2 is presented. Using an improved clocking scheme, this design overcomes the speed limit of algorithmic ADCs. The proposed ADC employs amplifier sharing, DC offset cancellation, and input memory effect suppression to reduce area and power, and achieve high linearity. The ADC implemented in a 0.13mum thick gate-oxide CMOS process achieves 69dB SFDR, 58dB SNR, and 56dB SNDR, while consuming 3.5mA from 3V supply ",M. Kim   P. Hanumolu   U.-K. Moon   , , ,0.19,,5.00E+06,56,58,,,69,56,1.00E-02,1.00E+07,1,1.00E+07,1.00E+03,,1939.7,,143,1.94E-04,212.99
2006,16.1,NQ,Pipe,0.18,A 6-Bit 800-MS/s Pipelined A/D Converter with Open-Loop Amplifiers,"A 6-bit 800-MS/s Pipelined A/D converter (ADC) with voltage-mode open-loop amplifiers achieves SNDR and SFDR of 33.7 dB and 47.5 dB, respectively. Fabricated in a 0.18mum CMOS technology, the ADC consumes 105 mW from a 1.8-V power supply while the active area is only 0.5-mm2 ",D.-L. Shen   T.-C. Lee   , , ,0.5,,4.00E+08,33.7,,,,47.5,33.7,1.05E-01,8.00E+08,1,8.00E+08,1.31E+02,,3318.5,,129.5,4.15E-06,218.54
2006,16.2,NQ,"Pipe, SwOpAmp",0.18,A 1-V 100MS/s 8-bit CMOS Switched-Opamp Pipelined ADC Using Loading-Free Architecture,"A 1V, 8-bit dual-mode ADC is realized using multi-phase switched-opamp (SO) technique. Employing a proposed loading-free pipelined ADC architecture and a fast-wake-up dual-input-dual-output switchable opamp, the ADC achieves 100MS/s conversion rate, which is the fastest operation speed reported at 1-V supply, and comparable to many high-voltage switched-capacitor (SC) ADC. Implemented in a 0.18mum CMOS process, the ADC obtains a peak SNR of 45dB and SFDR of 52.6dB while dissipating only 30mW",Y. Wu   V. Cheung   H. Luong  ,Double-sampling mode, ,2.04,,5.00E+07,41.5,45.2,,,52.6,41.5,3.00E-02,1.00E+08,1,1.00E+08,3.00E+02,,3089.7,,133.7,3.09E-05,213.72
2006,16.2,NQ,"Pipe, SwOpAmp",0.18,A 1-V 100MS/s 8-bit CMOS Switched-Opamp Pipelined ADC Using Loading-Free Architecture,"A 1V, 8-bit dual-mode ADC is realized using multi-phase switched-opamp (SO) technique. Employing a proposed loading-free pipelined ADC architecture and a fast-wake-up dual-input-dual-output switchable opamp, the ADC achieves 100MS/s conversion rate, which is the fastest operation speed reported at 1-V supply, and comparable to many high-voltage switched-capacitor (SC) ADC. Implemented in a 0.18mum CMOS process, the ADC obtains a peak SNR of 45dB and SFDR of 52.6dB while dissipating only 30mW",Y. Wu   V. Cheung   H. Luong  ,Quadrature mode, ,2.04,,2.00E+07,44.5,46.5,,,54.4,44.5,3.00E-02,4.00E+07,1,4.00E+07,7.50E+02,,5468.2,,132.7,1.37E-04,208.76
2006,16.3,NQ,Folding,0.09,A 7bit 800Msps 120mW Folding and Interpolation ADC Using a Mixed-Averaging Scheme,A 7bit 800Msps folding and interpolation ADC is presented. This ADC uses new offset-averaging schemes in preamplifiers and current-mode interpolation stages and a digital-averaging scheme in a comparator stage to operate at higher speed with low power dissipation. The measured SNR is 36.8dB at a 200MHz input frequency. The prototype of the complete ADC is fabricated in a 90nm digital CMOS process and consumes 120mW with 2.5V and 1.2V supply ,K. Makigawa   K. Ono   T. Ohkawa   K. Matsuura   M. Segami   , , ,0.32,,4.00E+08,33.6,36.8,,,,33.6,1.20E-01,8.00E+08,1,8.00E+08,1.50E+02,,3836.5,,128.8,4.80E-06,217.86
2006,16.4,NQ,"SAR, TI",0.065,A 500MS/s 5b ADC in 65nm CMOS,A 1.2V 6mW 500MS/s 5-bit ADC for use in a UWB receiver has been fabricated in a pure digital 65nm CMOS technology. The ADC uses a 6-channel time-interleaved successive approximation register architecture. Each of the channels has a split capacitor array to reduce switching energy and sensitivity to digital timing skew. A variable delay line is used to optimize the instant of latch strobing to reduce preamplifier currents ,B. Ginsburg   A. Chandrakasan , , ,2.28,,2.50E+08,26,,,,35,26,6.00E-03,5.00E+08,1,5.00E+08,1.20E+01,,736.3,,132.2,1.47E-06,219.19
2006,19.1,OS,"SDSC, Switched RC",0.13,A 0.9V 92dB Double-Sampled Switched-RC SD Audio ADC,"A 0.9V third-order 1.5bit delta-sigma ADC with simple dynamic element matching (DEM) is presented. A fully-differential low-voltage double-sampling structure avoids use of clock boosting or bootstrapping. It operates from 0.65V to 1.5V supply with minimal performance degradation. The prototype IC implemented in a 0.13mum CMOS process achieves 92dB DR, 91dB SNR and 89dB SNDR, while consuming 1.5mW from a 0.9V supply ",M. Kim   G.-C. Ahn   P. Hanumolu   S.-H. Lee   S.-H. Kim   S.-B. You   J.-W. Kim   G. Temes   U.-K. Moon   , , ,1.44,,2.40E+04,89,91,92,,,89,1.50E-03,6.14E+06,128,4.80E+04,3.13E+04,,1356.5,,161,2.83E-02,207.85
2006,19.2,OS,SDSC,0.13,"A 1.2V, 10.8mW, 500kHz Sigma-Delta Modulator with 84dB SNDR and 96dB SFDR","A 1.2V switched-capacitor sigma-delta modulator achieves 96dB peak SFDR and 84dB peak SNDR at 1 MS/s in a 0.13mum 6M1P general-purpose CMOS process. The high linearity is achieved by using high-gain op-amps and bootstrapped sampling switches. The power dissipation is 10.8mW at 64MHz clock frequency, excluding the voltage references ",C. Tsang   Y. Chiu   B. Nikolic   , , ,1.51,,5.00E+05,84,84,84,,96,84,1.08E-02,6.40E+07,64,1.00E+06,1.08E+04,,833.7,,160.7,8.34E-04,220.66
2006,19.4,OS,SDSC,0.09,An 11-Bit 330MHz 8X OSR /spl Sigma/-spl Delta/ Modulator for Next-Generation WLAN,"A 2-2 cascaded Sigma-Delta modulator with 4-bit internal quantizers digitizes WLAN signals with 40MSPS conversion rate. Implemented in 90nm CMOS using nominal-Vt devices and metal comb capacitors, it occupies 1.3mm2 core area, achieves 67dB SNR, 63dB peak SNDR and 67dB peak SFDR at 330MHz, and dissipates 78mW from a 1.4V supply ",J. Paramesh   R. Bishop   K. Soumyanath   D. Allstot , , ,1.3,,2.05E+07,63,67,,,67,63,7.80E-02,3.28E+08,8,4.10E+07,1.90E+03,,1649.8,,147.2,4.03E-05,223.32
2006,19.5,OS,SDCT,InP HBT,A 4GHz 4th-Order Passive LC Bandpass Delta-Sigma Modulator with IF at 1.4GHz,"A 4th-order bandpass DeltaSigma modulator utilizes a novel passive LC continuous-time DeltaSigma architecture to achieve the high IF (pass band) frequency (1.4GHz). A 3-bit quantizer is used to improve wideband performance. A novel architecture of noise-shaped quantizer is used to noise shape the DAC mismatch without introducing extra loop delay. Eight 2nd-order LC modulators are used for noise shaping with minimal transistor count and power consumption. Implemented with 5195 InP HBT transistors, this modulator achieved 76dB SNR and 90dB dynamic range in 1 MHz bandwidth at 1.4GHz with a 4GHz sample rate ",L. Luh   J. Jensen   C.-M. Lin   C.-T. Tsen   D. Le   A. Cosand   S. Thomas   C. Fields   , , ,12.4,,1.00E+06,,76,90,,,76,7.70E+00,4.00E+09,2000,2.00E+06,3.85E+06,,746604.9,,127.1,3.73E-01,190.15
2007,7.1,NQ,"SAR, TI",0.13,"A 1.35 GS/s, 10b, 175 mW Time-Interleaved AD Converter in 0.13?m CMOS","A time-interleaved ADC is presented with 16 channels, each consisting of two Successive Approximation (SA) ADCs in a pipeline configuration. Three techniques are presented to increase the speed of an SA-ADC. Single channel performance is 6.9 ENOB at an input frequency of 4 GHz. Multi-channel performance is 7.7 ENOB at 1.35 GS/s with an ERBW of 1 GHz and a FoM of 0.6 pJ/conversion-step. Keywords: ADC, SAR, SA-ADC, time-interleaved, T/H.","Louwsma, S.M.; van Tuijl, E.J.M.; Vertregt, M.; Nauta, B.;", , ,1.6,,6.75E+08,48.1,,,,,48.1,1.68E-01,1.35E+09,1,1.35E+09,1.25E+02,,600,,144.1,4.44E-07,235.45
2007,7.2,NQ,Flash,0.09,A 6-bit 3.5-GS/s 0.9-V 98-mW Flash ADC in 90nm CMOS,A 6-bit 3.5-GS/s flash ADC is fabricated in a 90nm CMOS process. A clamp diode with a replica biasing and an acceleration capacitor are introduced for high-speed overdrive recovery. Averaging network is analyzed to explore the effect of tail current mismatch. The 3.5-GS/s ADC consumes 98mW with 0.9V power supply. Its SNDR is 31.18dB with Nyquist frequency input.,"Deguchi, K.; Suwa, N.; Ito, M.; Kumamoto, T.; Miki, T.;", , ,0.1485,,1.75E+09,31.2,,,,,31.2,9.80E-02,3.50E+09,1,3.50E+09,2.80E+01,,946.3,,133.7,2.70E-07,229.14
2007,7.3,NQ,"Pipe, TI",0.09,7b 1.1GS/s Reconfigurable Time-Interleaved ADC in 90nm CMOS ,"A time-interleaved pipeline ADC is designed with the reconfigurable resolution and sampling rate, Fs, to accommodate different operation scenarios. The main offset and gain mismatches between four Sub-ADCs are modulated to the frequency of Fs/2 by the reference- and opamp-sharing techniques. Fabricated in 90nm CMOS, the 7bit ADC has an ENOB of 6.5 at 1.1GHz sampling rate. The I/Q ADCs totally consume power of 92mW from a 1.3V supply.","Cheng-Chung Hsu; Chen-Chih Huang; Ying-Hsi Lin; Chao-Cheng Lee; Soe, Z.; Aytur, T.; Ran-Hong Yan;", , ,0.19,,5.50E+08,40.9,,,,,40.9,4.60E-02,1.10E+09,1,1.10E+09,4.18E+01,,462,,141.7,4.20E-07,232.08
2007,19.1,NQ,SC Log,0.18,A 2.5mW 80dB DR 36dB SNDR 22MS/s Logarithmic Pipeline ADC,"A switched-capacitor logarithmic pipeline ADC scheme that does not require squaring or any other complex analog functions is described. This approach is ideal where high dynamic range, but not high peak SNDR, is required. A signed, 8bit logarithmic pipeline ADC is implemented in 0.18um CMOS. The 22MS/s ADC achieves measured DR of 80dB and measured SNDR of 36dB, occupies 0.56mm2, and consumes 2.54mW from 1.62V supply. The measured dynamic range figure of merit is 174dB.","J. Lee, S. Park, J. Kang, J.-S. Seo, J. Anders and M. Flynn", , ,0.56,,1.10E+07,36,,80,,,36,2.54E-03,2.20E+07,1,2.20E+07,1.15E+02,,2240,,132.4,1.02E-04,205.79
2007,19.2,NQ,Pipe,0.25,A 14b Low-power Pipeline A/D Converter Using a Pre-charging Technique,"A pre-charging technique to improve the settling response of pipeline stages is demonstrated in a 14bit pipeline A/D converter (ADC). The prototype ADC fabricated in a 0.25um CMOS process consumes 102mW at 30MSample/s. Measured SNDR and SFDR are 70.7dB and 82.8dB, respectively.","K. Honda, Z. Liu, M. Furuta and S. Kawahito", , ,8,,1.50E+07,70.7,,,,82.2,70.7,1.02E-01,3.00E+07,1,3.00E+07,3.40E+03,,1213.8,,152.4,4.05E-05,227.15
2007,19.3,NQ,Pipe,0.09,A 90nm CMOS 0.28mm2 1V 12b 40MS/s ADC with 0.39pJ/Conversion-Step,A 1V 12b 40MS/s Pipelined ADC using a proposed two stage folded cascode opamp for low voltage and a proposed frequency compensation technique for fast settling achieves a FOM of 0.39pJ/conversion-step. The prototype ADC implemented in a 90nm digital CMOS process with an active die area of 0.28mm2 consumes 16mW from a 1V power supply. It shows 62dB SNDR and 73dB SFDR for a 5 MHz input at a 40MHz sampling clock.,"K.-J. Lee, E.-S. Shin, H.-S. Yang, J.-H. Kim, P.-U. Ko, I.-R. Kim, S.-H. Lee, K.-H. Moon and J.-W. Kim", , ,0.28,,2.00E+07,62,,,,73,62,1.60E-02,4.00E+07,1,4.00E+07,4.00E+02,,388.8,,153,9.72E-06,228.99
2007,19.5,NQ,Pipe,0.09,A 0.5V 8bit 10Msps Pipelined ADC in 90nm CMOS,"A true low voltage 0.5V 8bit Pipelined A/D converter is realized in 90nm CMOS technology using regular VT devices. A cascaded sampling technique is used to combat the OFF leakage of the switches. The converter prototype occupies 0.85mm2; operating at 10Msps, it consumes 2.4mW and achieves an SNDR of 48.1dB with a 0.4Vppdiff full-scale input.",J. Shen and P. Kinget, , ,0.85,,5.00E+06,48.1,,,,,48.1,2.30E-03,1.00E+07,1,1.00E+07,2.30E+02,,1107.9,,141.5,1.11E-04,211.47
2007,23.1,OS,SDCT,0.18,A 1.2-V 77-dB 7.5-MHz Continuous-Time/Discrete-Time Cascaded ?? Modulator,"A hybrid SD modulator combines the anti-aliasing filtering and high sampling rate advantages of a continuous-time first stage with a low-power discrete-time second stage. A 0.18-um CMOS experimental prototype samples signals at 240 MHz and achieves 77 dB of dynamic range and a peak SNDR of 67 dB for a signal bandwidth of 7.5 MHz, while dissipating 63.6 mW of analog power from a 1.2-V supply.","S.D. Kulchycki, R. Trofin, K. Vleugels and B.A. Wooley", , ,1.4,,7.50E+06,67,,77,,,67,6.36E-02,2.40E+08,16,1.50E+07,4.24E+03,,2317.6,,147.7,1.55E-04,219.48
2007,23.2,OS,SD Class-C,0.35,A Low Power Sigma-Delta Modulator Using Class- C Inverter,"In switched capacitor sigma-delta analog-to-digital converters (ADCs), an operational transconductance amplifier (OTA) is the main building block and consumes most of power. This paper proposes that the OTAs can be replaced with class-C inverters for low-power consumption without sacrificing the performance. A second order sigma-delta modulator using class-C inverter technique is fabricated with a 0.35-um CMOS process, occupies 0.00324 mm2, dissipates 5.6-uW under 1.2V supply-voltage, and provides 63-dB/72-dB/76-dB SNDR/SNR/DR over 8-kHz signal bandwidth.",Y. Chae and G. Han, , ,0.00324,,8.00E+03,63,72,76,,,63,5.60E-06,2.00E+06,125,1.60E+04,3.50E+02,,303.2,,154.5,1.90E-02,196.59
2007,23.3,OS,SDSC,0.18,A Split 2-0 MASH with Dual Digital Error Correction,"A dual-path 2-0 cascaded (MASH) ADC was implemented with fast digital correction of both DAC errors and MASH mismatch errors. The split structure allows fast convergence and improved accuracy for the correction. Using a 20 MHz clock, the prototype chip achieved an 84 dB dynamic range in a 1.25 MHz signal band, when fabricated in CMOS 0.18um process.","Z. Zhang*, J. Steensgaard**, G.C. Temes* and J.-Y. Wu***", , ,14,,1.25E+06,,,84,,,84,6.40E-02,2.00E+07,8,2.50E+06,2.56E+04,,1976.2,,156.9,7.90E-04,220.89
2007,23.4,OS,Ext. Counting,0.18,A High-Resolution Low-Power Oversampling ADC with Extended-Range for Bio- Sensor Arrays,"A calibration-free, high-resolution ADC designed for bioluminescence sensing employs an extended-counting architecture in which the residual error from a second-order incremental SD modulator is encoded using a successive approximation ADC. The ADC has been integrated in 0.18-um CMOS technology and achieves a dynamic range of 90.1dB and a peak SNDR of 86.3dB at a conversion rate of 1MSample/sec with 38mW power consumption.","A. Agah*,**, K. Vleugels***, P.B. Griffin*, M. Ronaghi**, J.D. Plummer* and B.A. Wooley*", , ,3.5,,5.00E+05,86.3,,90.1,,,86.3,3.80E-02,1.00E+06,1,1.00E+06,3.80E+04,,2250.9,,157.5,2.25E-03,217.49
2007,23.5,OS,SD VCO,0.13,A 10-Bit 20MHz 38mW 950MHz CT ?? ADC with a 5-Bit Noise-Shaping VCO-Based Quantizer and DEM Circuit in 0.13u CMOS,"A combined 5-bit, 1st order noise-shaped quantizer and DEM circuit running at 950MHz based on a multi-phase VCO is presented. This quantizer structure is the key element in a 3rd order noise shaped ADC with 2nd order loop dynamics and a single opamp. Measured performance is 60dB SNR at 20MHz bandwidth in 0.13u CMOS while consuming 32mA from a 1.2V supply.",M.Z. Straayer and M.H. Perrott, , ,0.185,,2.00E+07,,60,,,,60,3.84E-02,9.50E+08,24,4.00E+07,9.60E+02,,1174.8,,147.2,2.94E-05,223.19
2008,8.1,NQ,"Pipe, TI",0.065,A 1.2V 30mW 8b 800MS/s Time-Interleaved ADC in 65nm CMOS,An 8-bit 800MS/s time-interleaved pipeline ADC with SNDR of 47.8dB and 44.2dB for 1MHz and 400MHz inputs is presented. The techniques of Sub-ADC preamp sharing and reference voltage buffer current-reusing are proposed to minimize power consumption. The ADC implemented in 65nm digital CMOS process with an active area of 0.12mm2 consumes 30mW from a 1.2V supply and achieves a FOM of 0.28pJ/conversion-step,"W.-H. Tu, T.-H. Kang", , ,0.12,,4.00E+08,44.2,45,,51,,44.2,3.00E-01,8.00E+08,1,8.00E+08,3.75E+02,,2830.2,,135.4,3.54E-06,224.48
2008,8.2,NQ,Pipe,0.09,A 1.2V 250mW 14b 100MS/s Digitally Calibrated Pipeline ADC in 90nm CMOS,A 14b pipeline ADC is realized in 90nm CMOS at a 1.2V supply. Enabling techniques are range-scaling in the first pipeline stage with charge-reset and digital background calibration of non-linearity. The ADC achieves 73dB SNR and 91dB SFDR at 100MS/s sampling rate and 250mW power consumption. The 73dB SNDR performance is maintained within 3dB up to a Nyquist input frequency and the FOM is 0.7pJ/conv,"H. Van de Vel, B. Buter, H. van der Ploeg, M. Vertregt, G. Geelen, E. Paulus", , ,1,,5.00E+07,70,70,,,80,70,2.50E-01,1.00E+08,1,1.00E+08,2.50E+03,,967.4,,153,9.67E-06,233.01
2008,2.1,NQ,Flash,0.065,A Low Power 6-bit Flash ADC with Reference Voltage and Common-Mode Calibration,A low power 6-bit ADC that uses reference voltage and common-mode calibration to improve linearity and reduce power dissipation is presented. The ADC occupies 0.13mm2 in 65nm CMOS. The ADC dissipates 4mW at 100MS/s and 12mW at 800MS/s from a 1.2V supply,"C.-Y. Chen, M. Le, K.Y. Kim", , ,0.13,,4.00E+08,33.7,,,,,33.7,1.20E-02,8.00E+08,1,8.00E+08,1.50E+01,,380.7,,138.9,4.76E-07,227.93
